Type	Start	End	Strand	Name	Biotype	Description	LocusTag	seed_ortholog	Cog_category	Description_EGGNog	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene	74020	74841	+	dapB	protein_coding	dihydrodipicolinate reductase	SL1344_0065	90371.CY43_00315	E	Catalyzes the conversion of 4-hydroxy- tetrahydrodipicolinate (HTPA) to tetrahydrodipicolinate	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008839,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0019752,GO:0019877,GO:0042802,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046451,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.17.1.8	ko:K00215	ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R04198,R04199	RC00478	ko00000,ko00001,ko00002,ko01000	-	-	iSbBS512_1146.SbBS512_E0035	DapB_C,DapB_N
ncRNA_gene	74847	74924	+	-	ncRNA	ncRNA	DapZ	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	75883	77031	+	carA	protein_coding	carbamoyl-phosphate synthase small chain	SL1344_0067	90371.CY43_00325	F	Carbamoyl-phosphate synthase small chain, CPSase domain	GO:0000050,GO:0003674,GO:0003824,GO:0004088,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005951,GO:0006082,GO:0006139,GO:0006206,GO:0006207,GO:0006220,GO:0006221,GO:0006520,GO:0006525,GO:0006526,GO:0006541,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009112,GO:0009117,GO:0009165,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0016884,GO:0018130,GO:0019438,GO:0019627,GO:0019637,GO:0019693,GO:0019752,GO:0019856,GO:0032991,GO:0034641,GO:0034654,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046112,GO:0046390,GO:0046394,GO:0046483,GO:0055086,GO:0071704,GO:0071941,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494	6.3.5.5	ko:K01956	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R00256,R00575,R01395,R10948,R10949	RC00002,RC00010,RC00043,RC02750,RC02798,RC03314	ko00000,ko00001,ko00002,ko01000	-	-	iAPECO1_1312.APECO1_1950,iUTI89_1310.UTI89_C0036,ic_1306.c0040	CPSase_sm_chain,GATase
gene	77050	80277	+	carB	protein_coding	carbamoyl-phosphate synthase large chain	SL1344_0068	90371.CY43_00330	F	Carbamoyl-phosphate synthetase large chain, oligomerisation domain	GO:0000050,GO:0000166,GO:0003674,GO:0003824,GO:0004087,GO:0004088,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005951,GO:0006082,GO:0006139,GO:0006206,GO:0006520,GO:0006525,GO:0006526,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009112,GO:0009987,GO:0016053,GO:0016597,GO:0016874,GO:0016879,GO:0016884,GO:0017076,GO:0018130,GO:0019627,GO:0019752,GO:0019856,GO:0030554,GO:0031406,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034641,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046112,GO:0046394,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0071941,GO:0072527,GO:0072528,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494	6.3.5.5	ko:K01955	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R00256,R00575,R01395,R10948,R10949	RC00002,RC00010,RC00043,RC02750,RC02798,RC03314	ko00000,ko00001,ko00002,ko01000	-	-	iAF1260.b0033,iBWG_1329.BWG_0031,iECDH10B_1368.ECDH10B_0034,iECDH1ME8569_1439.ECDH1ME8569_0031,iECUMN_1333.ECUMN_0034,iEcDH1_1363.EcDH1_3566,iJN746.PP_4723,iJO1366.b0033,iJR904.b0033,iPC815.YPO0482,iY75_1357.Y75_RS00170,iYL1228.KPN_00041	CPSase_L_D2,CPSase_L_D3,MGS
gene	81023	81619	-	caiE	protein_coding	carnitine operon protein CaiE	SL1344_0070	90371.CY43_00340	S	Overproduction of CaiE stimulates the activity of CaiB and CaiD	GO:0003674,GO:0003824,GO:0006575,GO:0006577,GO:0006807,GO:0008150,GO:0008152,GO:0008735,GO:0009437,GO:0009987,GO:0016829,GO:0016835,GO:0016836,GO:0034641,GO:0044237,GO:0071704,GO:0097164,GO:1901564	-	ko:K02617,ko:K08279	-	-	-	-	ko00000	-	-	-	Hexapep
gene	81728	82513	-	caiD	protein_coding	carnitine racemase	SL1344_0071	90371.CY43_00345	H	Catalyzes the reversible dehydration of L-carnitinyl-CoA to crotonobetainyl-CoA	GO:0003674,GO:0003824,GO:0004300,GO:0006082,GO:0006575,GO:0006577,GO:0006579,GO:0006629,GO:0006631,GO:0006635,GO:0006807,GO:0008150,GO:0008152,GO:0008809,GO:0009056,GO:0009062,GO:0009437,GO:0009987,GO:0016042,GO:0016054,GO:0016829,GO:0016835,GO:0016836,GO:0016853,GO:0016854,GO:0016856,GO:0019395,GO:0019752,GO:0030258,GO:0032787,GO:0034440,GO:0034641,GO:0042219,GO:0042413,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044270,GO:0044281,GO:0044282,GO:0046395,GO:0055114,GO:0071704,GO:0072329,GO:0097164,GO:1901564,GO:1901565,GO:1901575	4.2.1.149	ko:K08299	-	-	R10675	RC01095	ko00000,ko01000	-	-	iAPECO1_1312.APECO1_1945,iEC042_1314.EC042_0038,iECABU_c1320.ECABU_c00410,iECB_1328.ECB_00040,iECD_1391.ECD_00040,iECO103_1326.ECO103_0038,iECP_1309.ECP_0036,iETEC_1333.ETEC_0036,iNRG857_1313.NRG857_00190,iUMN146_1321.UM146_22960,ic_1306.c0045	ECH_1
gene	82567	84120	-	caiC	protein_coding	probable crotonobetaine/carnitine-CoA ligase	SL1344_0072	90371.CY43_00350	IQ	Could catalyze the transfer of CoA to carnitine, generating the initial carnitinyl-CoA needed for the CaiB reaction cycle	GO:0003674,GO:0003824,GO:0016405,GO:0016874,GO:0016877,GO:0016879,GO:0016881,GO:0051108,GO:0051109	6.2.1.48	ko:K02182	-	-	-	-	ko00000,ko01000	-	-	iECSE_1348.ECSE_0038,iNRG857_1313.NRG857_00195	AMP-binding,AMP-binding_C
pseudogene	84183	85454	-	caiB	pseudogene	L-carnitine dehydratase	SL1344_0073	220341.16501355	C	Catalyzes the reversible transfer of the CoA moiety from gamma-butyrobetainyl-CoA to L-carnitine to generate L-carnitinyl- CoA and gamma-butyrobetaine. Is also able to catalyze the reversible transfer of the CoA moiety from gamma-butyrobetainyl- CoA or L-carnitinyl-CoA to crotonobetaine to generate crotonobetainyl-CoA	GO:0003674,GO:0003824,GO:0006575,GO:0006577,GO:0006579,GO:0006807,GO:0008150,GO:0008152,GO:0008735,GO:0009056,GO:0009437,GO:0009987,GO:0016829,GO:0016835,GO:0016836,GO:0034641,GO:0042219,GO:0042413,GO:0044237,GO:0044248,GO:0044270,GO:0071704,GO:0097164,GO:1901564,GO:1901565,GO:1901575	2.8.3.21	ko:K08298	-	-	R10643,R10644	RC00014,RC00131	ko00000,ko01000	-	-	iEC55989_1330.EC55989_0038,iECIAI1_1343.ECIAI1_0040,iECO103_1326.ECO103_0040,iECO111_1330.ECO111_0039,iECO26_1355.ECO26_0039,iEcHS_1320.EcHS_A0042,iSF_1195.SF0035,iSFxv_1172.SFxv_0036,iS_1188.S0037	CoA_transf_3
gene	85512	86654	-	caiA	protein_coding	probable carnitine operon oxidoreductase CaiA	SL1344_0074	218493.SBG_0058	I	Catalyzes the reduction of crotonobetainyl-CoA to gamma- butyrobetainyl-CoA	-	1.3.8.13,1.3.8.7	ko:K00249,ko:K04117,ko:K08297,ko:K11731	ko00071,ko00280,ko00281,ko00362,ko00410,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,ko03320,map00071,map00280,map00281,map00362,map00410,map00640,map01100,map01110,map01120,map01130,map01200,map01212,map03320	M00013,M00036,M00087,M00540	R00924,R01175,R01279,R02661,R03172,R03777,R03857,R03990,R04095,R04432,R04751,R04754,R05619,R08089	RC00052,RC00068,RC00076,RC00095,RC00148,RC00246,RC01893,RC02035	ko00000,ko00001,ko00002,ko01000	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
gene	86689	88206	-	caiT	protein_coding	probable carnitine transporter	SL1344_0075	90371.CY43_00365	M	Catalyzes the exchange of L-carnitine for gamma- butyrobetaine and related betaines	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008519,GO:0015075,GO:0015101,GO:0015226,GO:0015651,GO:0015695,GO:0015696,GO:0015697,GO:0015838,GO:0015879,GO:0016020,GO:0022857,GO:0034220,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072337,GO:0072349,GO:0072488,GO:0098655,GO:1902603	-	ko:K05245	-	-	-	-	ko00000,ko02000	2.A.15.2	-	iB21_1397.B21_00043,iECBD_1354.ECBD_3575,iECB_1328.ECB_00044,iECD_1391.ECD_00044,iSF_1195.SF0037,iSFxv_1172.SFxv_0038,iS_1188.S0039	BCCT
gene	88687	89457	+	fixA	protein_coding	probable flavoprotein subunit	SL1344_0076	220341.16501358	C	Required for anaerobic carnitine reduction. May bring reductant to CaiA	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006091,GO:0006575,GO:0006577,GO:0006579,GO:0006807,GO:0008150,GO:0008152,GO:0009055,GO:0009056,GO:0009437,GO:0009987,GO:0016491,GO:0022900,GO:0034641,GO:0042219,GO:0042413,GO:0044237,GO:0044248,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0055114,GO:0071704,GO:0097164,GO:1901564,GO:1901565,GO:1901575	-	ko:K03521	-	-	-	-	ko00000	-	-	-	ETF
gene	89473	90414	+	fixB	protein_coding	probable flavoprotein subunit	SL1344_0077	220341.16501359	C	Required for anaerobic carnitine reduction. May bring reductant to CaiA	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0006082,GO:0006091,GO:0006575,GO:0006577,GO:0006579,GO:0006629,GO:0006631,GO:0006635,GO:0006807,GO:0008150,GO:0008152,GO:0009055,GO:0009056,GO:0009062,GO:0009437,GO:0009987,GO:0016042,GO:0016054,GO:0016491,GO:0019395,GO:0019752,GO:0022900,GO:0030258,GO:0032787,GO:0033539,GO:0034440,GO:0034641,GO:0036094,GO:0042219,GO:0042413,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044270,GO:0044281,GO:0044282,GO:0046395,GO:0048037,GO:0050660,GO:0050662,GO:0055114,GO:0071704,GO:0072329,GO:0097159,GO:0097164,GO:1901265,GO:1901363,GO:1901564,GO:1901565,GO:1901575	-	ko:K03522	-	-	-	-	ko00000,ko04147	-	-	-	ETF,ETF_alpha
gene	90464	91750	+	fixC	protein_coding	probable flavoprotein subunit	SL1344_0078	90371.CY43_00385	C	part of an electron transfer system required for anaerobic carnitine reduction	GO:0006575,GO:0006577,GO:0006807,GO:0008150,GO:0008152,GO:0009437,GO:0009987,GO:0034641,GO:0044237,GO:0071704,GO:0097164,GO:1901564	-	ko:K00313	-	-	-	-	ko00000,ko01000	-	-	-	DAO,FAD_binding_3,NAD_binding_8
gene	92181	93521	+	yaaU	protein_coding	hypothetical metabolite transport protein	SL1344_0080	90371.CY43_00395	G	Sugar (and other) transporter	GO:0005575,GO:0005623,GO:0005886,GO:0006950,GO:0006979,GO:0008150,GO:0016020,GO:0044464,GO:0050896,GO:0071944	-	ko:K08368	-	-	-	-	ko00000,ko02000	2.A.1	-	-	Sugar_tr
gene	93610	93840	+	-	protein_coding	hypothetical lipoprotein	SL1344_0081	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	94134	94550	+	-	protein_coding	probable secreted protein	SL1344_0082	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
ncRNA_gene	94653	94741	-	-	ncRNA	ncRNA	STnc470	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	94774	95064	-	-	protein_coding	probable secreted protein	SL1344_0083	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
pseudogene	95134	95226	-	-	pseudogene	hypothetical membrane protein (pseudogene)	SL1344_0083A	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	95962	97851	+	-	protein_coding	hypothetical sulfatase	SL1344_0084	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	98781	100643	+	kefC	protein_coding	glutathione-regulated potassium-efflux system protein KefC	SL1344_0087	90371.CY43_00425	P	Pore-forming subunit of a potassium efflux system that confers protection against electrophiles. Catalyzes K( ) H( ) antiport	GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006885,GO:0008150,GO:0008324,GO:0009636,GO:0009987,GO:0010033,GO:0015075,GO:0015077,GO:0015079,GO:0015291,GO:0015318,GO:0015503,GO:0015643,GO:0015672,GO:0016020,GO:0016021,GO:0019899,GO:0022804,GO:0022857,GO:0022890,GO:0030001,GO:0031224,GO:0031226,GO:0034220,GO:0042221,GO:0042592,GO:0044425,GO:0044459,GO:0044464,GO:0046873,GO:0048878,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0051595,GO:0055067,GO:0055080,GO:0055085,GO:0065007,GO:0065008,GO:0071804,GO:0071805,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:1901654,GO:1901700	-	ko:K03455,ko:K11745,ko:K11747	-	-	-	-	ko00000,ko02000	2.A.37,2.A.37.1.1,2.A.37.1.2	-	iECOK1_1307.ECOK1_0046,iECS88_1305.ECS88_0050,iUMN146_1321.UM146_23015,iUTI89_1310.UTI89_C0053	Na_H_Exchanger,TrkA_N
gene	100842	101321	+	folA	protein_coding	dihydrofolate reductase type I	SL1344_0088	90371.CY43_00430	H	Key enzyme in folate metabolism. Catalyzes an essential reaction for de novo glycine and purine synthesis, and for DNA precursor synthesis	GO:0000166,GO:0003674,GO:0003824,GO:0004146,GO:0005488,GO:0005542,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008144,GO:0008150,GO:0008152,GO:0016491,GO:0016645,GO:0016646,GO:0019842,GO:0031406,GO:0033218,GO:0036094,GO:0042221,GO:0042493,GO:0043167,GO:0043168,GO:0043177,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0050661,GO:0050662,GO:0050896,GO:0051870,GO:0051871,GO:0055114,GO:0070401,GO:0070402,GO:0072341,GO:0097159,GO:1901265,GO:1901363	1.5.1.3	ko:K00287,ko:K18590	ko00670,ko00790,ko01100,ko01523,map00670,map00790,map01100,map01523	M00126,M00840	R00936,R00937,R00939,R00940,R02235,R02236,R11765	RC00109,RC00110,RC00158	br01600,ko00000,ko00001,ko00002,ko01000,ko01504	-	-	iECBD_1354.ECBD_3567,iECDH1ME8569_1439.ECDH1ME8569_0047,iECNA114_1301.ECNA114_0036,iEcDH1_1363.EcDH1_3551,iEcSMS35_1347.EcSMS35_0050,iG2583_1286.G2583_0050,iJN746.PP_5132,iNRG857_1313.NRG857_00250,iUMN146_1321.UM146_23020	DHFR_1
gene	101427	102275	-	apaH	protein_coding	bis(5'-nucleosyl)-tetraphosphatase	SL1344_0089	220341.16501373	T	Hydrolyzes diadenosine 5',5'''-P1,P4-tetraphosphate to yield ADP	GO:0003674,GO:0003824,GO:0004551,GO:0004721,GO:0006139,GO:0006464,GO:0006470,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008138,GO:0008150,GO:0008152,GO:0008796,GO:0008803,GO:0009314,GO:0009628,GO:0009987,GO:0010165,GO:0010212,GO:0015949,GO:0016311,GO:0016462,GO:0016787,GO:0016788,GO:0016791,GO:0016817,GO:0016818,GO:0019538,GO:0034641,GO:0036211,GO:0042578,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044281,GO:0046483,GO:0050896,GO:0055086,GO:0071704,GO:0140096,GO:1901360,GO:1901564	3.6.1.41	ko:K01525	ko00230,map00230	-	R00125	RC00002	ko00000,ko00001,ko01000	-	-	iECIAI39_1322.ECIAI39_0052,iEcSMS35_1347.EcSMS35_0053,iJN746.PP_0399,iSDY_1059.SDY_0074	Metallophos
gene	102286	102663	-	apaG	protein_coding	CorD protein	SL1344_0090	1197719.A464_79	P	ApaG domain	-	-	ko:K06195	-	-	-	-	ko00000	-	-	-	DUF525
gene	102666	103487	-	ksgA	protein_coding	dimethyladenosine transferase	SL1344_0091	220341.16501375	J	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits	GO:0000028,GO:0000154,GO:0000179,GO:0001510,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003723,GO:0003729,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016072,GO:0016433,GO:0016740,GO:0016741,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0031167,GO:0032259,GO:0034470,GO:0034622,GO:0034641,GO:0034660,GO:0042254,GO:0042255,GO:0042274,GO:0043170,GO:0043412,GO:0043414,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0065003,GO:0070475,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:0140098,GO:0140102,GO:1901360,GO:1901363	2.1.1.182	ko:K02528	-	-	R10716	RC00003,RC03257	ko00000,ko01000,ko03009	-	-	-	RrnaAD
gene	103484	104473	-	pdxAa	protein_coding	pyridoxal phosphate biosynthetic protein PdxA	SL1344_0092															
gene	104473	105759	-	surA	protein_coding	survival protein SurA precursor	SL1344_0093	220341.16501377	M	Chaperone involved in the correct folding and assembly of outer membrane proteins. Recognizes specific patterns of aromatic residues and the orientation of their side chains, which are found more frequently in integral outer membrane proteins. May act in both early periplasmic and late outer membrane-associated steps of protein maturation	GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0006457,GO:0006458,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0022607,GO:0030288,GO:0030313,GO:0031647,GO:0031975,GO:0033218,GO:0036211,GO:0042277,GO:0042597,GO:0043163,GO:0043165,GO:0043170,GO:0043412,GO:0044085,GO:0044091,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0044764,GO:0045229,GO:0050821,GO:0051082,GO:0051084,GO:0051085,GO:0051704,GO:0060274,GO:0061024,GO:0061077,GO:0065007,GO:0065008,GO:0071704,GO:0071709,GO:0071840,GO:0140096,GO:1901564	5.2.1.8	ko:K03771	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	Rotamase,Rotamase_3,SurA_N
gene	105813	108173	-	imp	protein_coding	organic solvent tolerance protein precursor	SL1344_0094															
gene	108427	109239	+	djlA	protein_coding	DnaJ-like protein	SL1344_0095	220341.16501379	O	Regulatory DnaK co-chaperone. Direct interaction between DnaK and DjlA is needed for the induction of the wcaABCDE operon, involved in the synthesis of a colanic acid polysaccharide capsule, possibly through activation of the RcsB RcsC phosphotransfer signaling pathway. The colanic acid capsule may help the bacterium survive conditions outside the host	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0051087,GO:0071944	-	ko:K05801	-	-	-	-	ko00000,ko03110	-	-	-	DnaJ,TerB
gene	109334	109993	-	rluA	protein_coding	ribosomal large subunit pseudouridine synthase A	SL1344_0096	220341.16501380	J	Responsible for synthesis of pseudouridine from uracil	GO:0000154,GO:0000455,GO:0001522,GO:0003674,GO:0003824,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016853,GO:0016866,GO:0022613,GO:0031118,GO:0031119,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360	5.4.99.28,5.4.99.29	ko:K06177	-	-	-	-	ko00000,ko01000,ko03009,ko03016	-	-	-	PseudoU_synth_2
gene	110005	112911	-	hepA	protein_coding	probable ATP-dependent helicase HepA	SL1344_0097															
gene	113085	115436	-	polB	protein_coding	DNA polymerase II	SL1344_0098	90371.CY43_00480	L	DNA polymerase type-B family	GO:0003674,GO:0003824,GO:0003887,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0008296,GO:0008408,GO:0009058,GO:0009059,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0018130,GO:0019438,GO:0031668,GO:0033554,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0045004,GO:0045005,GO:0046483,GO:0050896,GO:0051716,GO:0071496,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901362,GO:1901576	2.7.7.7	ko:K02336	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	DNA_pol_B,DNA_pol_B_exo1
pseudogene	116195	116254	-	-	pseudogene	hypothetical inner membrane protein (pseudogene)	SL1344_0099A	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	116819	117238	+	-	protein_coding	hypothetical protein	SL1344_0100	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	117244	117939	-	araD	protein_coding	L-ribulose-5-phosphate 4-epimerase	SL1344_0101	90371.CY43_00495	G	Class II Aldolase and Adducin N-terminal domain	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008270,GO:0008742,GO:0009056,GO:0009058,GO:0009987,GO:0016052,GO:0016829,GO:0016830,GO:0016832,GO:0016853,GO:0016854,GO:0016857,GO:0019321,GO:0019323,GO:0019324,GO:0019566,GO:0019568,GO:0019569,GO:0019572,GO:0019637,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0046373,GO:0046872,GO:0046914,GO:0051167,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901159,GO:1901575,GO:1901576	5.1.3.4	ko:K03077	ko00040,ko00053,ko01100,ko01120,map00040,map00053,map01100,map01120	M00550	R05850	RC01479	ko00000,ko00001,ko00002,ko01000	-	-	iSSON_1240.SSON_0067	Aldolase_II
gene	118080	119582	-	araA	protein_coding	L-arabinose isomerase	SL1344_0102	90371.CY43_00500	G	Catalyzes the conversion of L-arabinose to L-ribulose	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008733,GO:0009056,GO:0009058,GO:0009987,GO:0016052,GO:0016853,GO:0016860,GO:0016861,GO:0019321,GO:0019323,GO:0019566,GO:0019568,GO:0019569,GO:0019572,GO:0019637,GO:0044237,GO:0044238,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0046373,GO:0051167,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901159,GO:1901575,GO:1901576	5.3.1.4	ko:K01804	ko00040,ko01100,map00040,map01100	-	R01761	RC00516	ko00000,ko00001,ko01000	-	-	iAPECO1_1312.APECO1_1922,iB21_1397.B21_00063,iBWG_1329.BWG_0058,iE2348C_1286.E2348C_0063,iECBD_1354.ECBD_3555,iECD_1391.ECD_00064,iECED1_1282.ECED1_0061,iECIAI1_1343.ECIAI1_0062,iECNA114_1301.ECNA114_0050,iECO103_1326.ECO103_0063,iECO26_1355.ECO26_0064,iECOK1_1307.ECOK1_0061,iECP_1309.ECP_0063,iECS88_1305.ECS88_0065,iECSE_1348.ECSE_0062,iECW_1372.ECW_m0060,iEKO11_1354.EKO11_3852,iEcE24377_1341.EcE24377A_0064,iEcHS_1320.EcHS_A0066,iEcSMS35_1347.EcSMS35_0064,iEcolC_1368.EcolC_3595,iLF82_1304.LF82_0105,iNRG857_1313.NRG857_00320,iSBO_1134.SBO_0049,iSSON_1240.SSON_0068,iUMN146_1321.UM146_23095,iUTI89_1310.UTI89_C0067,iWFL_1372.ECW_m0060	Arabinose_Iso_C,Arabinose_Isome
